RollNum,RFID
21ECB21,7764686
21ECB22,7757094
21ECB23,7750856
21ECB24,7750857
21ECB25,7733155
21ECB26,7733154
21ECB27,7805039
21ECB28,7782659
21ECB29,7749250
21ECB31,7782650
21ECB32,7782638
21ECB33,7771438
21ECB34,7749147
21ECB35,7735154
21ECB36,7736417
21ECB37,7736404
21ECB38,7748021
21ECB39,7748024
21ECB40,7785232
21ECB41,7804786
21ECB42,7750820
21ECB43,7782753
21ECB44,7733258
21ECB45,7733259
21ECB46,7779477
21ECB47,7779492
21ECB48,743261
21ECB49,7757203
21ECB50,7757245
21ECB51,7757247
21ECB52,7757107
21ECB53,7733261
21ECB54,7750821
21ECB55,7784724
21ECB56,7784728
21ECB57,7784716
21ECB58,12438082
21ECB59,7804441
21ECB60,7736504
21ECB61,7736490
21ECB62,7771451
21ECB64,7782743
21ECB65,7733227
21ECB66,7751778
21ECB68,7757204
21ECB69,7757196
21ME01,7757069
21ME02,12189445
21ME03,7805463
21ME05,7782722
21ME06,7775846
21ME07,7748112
21ME08,7748125
21ME09,7788392
21ME10,7788391
21ME11,7788389
21ME12,7750957
21ME13,11401075
21ME14,7749126
21ME15,7749121
21ME16,3302730
21ME17,7807614
21ME18,7807602
21ME19,3302711
21ME20,7743666
21ME21,11192878
21ME22,3275510
21ME23,7733237
21ME24,7804431
21ME25,7733230
21ME26,7788386
21ME27,7805461
21ME28,7805460
21ME29,7783282
21ME30,7750897
21ME31,7749182
21ME32,7734543
21ME33,8330586
21ME34,7733217
21ME35,7733216
21ME36,7805468
21ME37,7749181
21ME39,7773339
21ME40,7788265
21ME41,7748655
21ME42,7750911
21ME43,7782689
21ME44,7737227
21ME45,7788380
21ME46,7736444
21ME47,7788256
21ME48,7736381
21ME49,7757201
21ME50,7735075
21ME51,7751783
21ME52,7737161
21ME53,7737163
21ME54,7748121
21ME55,7764618
21ME56,7735078
21ME57,7737169
21ME58,7807304
21ME59,7764659
21ME60,7775924
21ME61,7764656
21ME62,772179
21ME63,7771399
21ME64,7775928
21ME65,7749261
21ME66,7749258
21ME67,7749253
21IT01,7771401
21IT02,7771404
21IT03,7807296
21IT04,7807294
21IT05,7788324
21IT06,7807587
21IT07,7807589
21IT08,12254718
21IT09,7782735
21IT10,7757066
21IT11,7775832
21IT12,7807586
21IT13,7744237
21IT14,7782712
21IT15,7804794
21IT16,7784607
21IT17,7750865
21IT18,11837389
21IT19,8352229
21IT20,7757082
21IT21,7764636
21IT22,7735083
21IT23,7788345
21IT24,7788344
21IT26,7737198
21IT27,7750913
21IT28,7750900
21IT30,3323343
21IT31,7788364
21IT32,7749122
21IT33,7757197
21IT34,7765279
21IT35,7737288
21IT36,7750958
21IT37,7749125
21IT38,7750954
21IT39,7804797
21IT40,7788396
21IT41,7788390
21IT42,7805160
21IT43,7736379
21IT44,7764605
21IT45,7804771
21IT46,7804780
21IT47,7804758
21IT48,7807540
21IT49,12164056
21IT50,7784635
21IT51,7764599
21IT52,7789597
21IT53,7749202
21IT54,7749200
21IT56,7765294
21IT57,7748059
21IT58,7733208
21IT59,7784642
21IT60,7782730
21IT61,12351756
21IT62,7764608
21IT63,7735145
21IT64,808450
21IT65,7744245
21IT66,7757033
21IT67,7788285
21IT68,7757030
21IT69,11761919
21IT70,7743654
21IT71,7757086
21CB01,7748027
21CB02,7737170
21CB03,7775852
21CB04,7735132
21CB05,7737246
21CB06,7737251
21CB07,7775885
21CB09,7804380
21CB10,7744209
21CB11,7744210
21CB12,7744218
21CB13,7748106
21CB14,7804362
21CB15,7775875
21CB16,9028388
21CB17,7775824
21CB18,7748649
21CB19,7748083
21CB20,7748082
21CB21,7771358
21CB22,7807559
21CB23,7780675
21CB24,7780664
21CB25,7782635
21CB26,7775816
21CB27,7775817
21CB28,7734550
21CB29,7735488
21CB30,7735489
21CB31,7736436
21CB32,7805099
21CB33,7805095
21CB34,9072738
21CB35,7736449
21CB36,7735092
21CB37,7805064
21CB38,7749264
21CB39,7749266
21CB40,7788405
21CB41,7788404
21CB42,7748141
21CB43,7750831
21CB44,7748636
21CB45,7750863
21CB46,7750862
21CB47,7748625
21CB48,12250015
21CB49,7750883
21CB50,7771364
21CB51,7771362
21CB52,7782670
21CB53,7782668
21CB55,7771388
21CB56,7771387
21CB57,7749169
21CB58,7749168
21CB59,7765316
21CB60,7735113
21CB61,7775844
21CB62,7782726
21CB63,7782725
21CB64,7757252
21CB65,7733107
21CB66,7779491
21CB67,7747886
21CB68,7733132
21MBA01,7733250
21MBA02,7771448
21MBA03,7771443
21MBA04,7785238
21MBA05,7785243
21MBA06,7765288
21MBA07,7750834
21MBA08,7771376
21MBA09,7733180
21MBA10,7771368
21MBA11,7733232
21MBA12,7733174
21MBA13,7737277
21MBA14,7733173
21MBA16,7788308
21MBA17,7749187
21MBA18,7736437
21MBA19,7805096
21MBA20,7736445
21MBA21,7736448
21MBA22,7757109
21MBA23,7775921
21MBA24,7805057
21MBA25,7788338
21MBA26,7764602
21MBA27,7784656
21MBA28,7775894
21MBA29,7775901
21MBA30,7749140
21MBA31,7771459
21MBA32,7775913
21MBA33,7782747
21MBA34,7749132
21MBA35,7775897
21MBA36,7788254
21MBA37,7788244
21MBA38,7737282
21MBA39,7750810
21MBA40,7804388
21MBA41,7807617
21MBA42,7735081
21MBA43,7804387
21MBA44,7735076
21MBA45,7784661
21MBA46,7784670
21MBA47,7775889
21MBA48,7784707
21MBA49,7757691
21MBA50,7757692
21MBA51,7747882
21MBA52,7747877
21MBA53,7785618
21MBA54,7749131
21MBA55,7807310
21MBA56,7737155
21MBA57,7807318
21MBA59,7788385
21MBA60,7748140
21MEE01,7775864
21MEE03,7804367
21MECS02,7788352
21MECS03,7788353
21MECS04,7749130
21MECS05,8292687
22AIA01,11738075
22AIA02,11737430
22AIA03,11865013
22AIA04,11865014
22AIA05,11865015
22AIA06,11865016
22AIA07,11865017
22AIA08,11865018
22AIA09,11865019
22AIA10,11865020
22AIA11,11865021
22AIA12,11865022
22AIA13,11752266
22AIA14,11752292
22AIA15,11753021
22AIA16,11753044
22AIA17,11753773
22AIA18,11844614
22AIA19,11844599
22AIA20,11844600
22AIA21,11844601
22AIA22,11844602
22AIA23,11858586
22AIA24,11858585
22AIA26,12202647
22AIA27,11858582
22AIA28,11858577
22AIA29,11858581
22AIA30,11858580
22AIA31,12165778
22AIA32,11858578
22AIA33,11761190
22AIA34,11761246
22AIA35,11761927
22AIA36,11761982
22AIA37,11762657
22AIA38,11762700
22AIA39,11763376
22AIA40,11763420
22AIA41,12251655
22AIA42,11764138
22AIA43,11858551
22AIA44,11858553
22AIA45,12169917
22AIA46,11858555
22AIA47,11858556
22AIA49,11858567
22AIA50,11858568
22AIA51,11858569
22AIA52,11858570
22AIA53,11858571
22AIA54,11858594
22AIA55,11858595
22AIA56,11858596
22AIA57,11858597
22AIA58,11858598
22AIA59,11858599
22AIA60,11858600
22AIA61,11858601
22AIA62,11858602
22AIA65,758200
22AIA66,797930
22AIA67,809063
22AIA68,776499
22AIA69,772178
22AIA70,809041
22AIB01,11740209
22AIB02,11739720
22AIB03,9041308
22AIB04,9028387
22AIB05,11738723
22AIB06,11866917
22AIB07,11866918
22AIB08,11866903
22AIB09,11866904
22AIB10,11866905
22AIB11,11855731
22AIB12,11855730
22AIB13,11855729
22AIB14,11855728
22AIB15,11855727
22AIB17,11835193
22AIB18,11835190
22AIB19,11835171
22AIB20,11835168
22AIB21,11835149
22AIB22,11835146
22AIB23,11835127
22AIB24,11835124
22AIB25,11835105
22AIB26,11851181
22AIB27,11851183
22AIB28,11851182
22AIB29,11851180
22AIB30,11851179
22AIB31,11851087
22AIB32,11851086
22AIB33,11851085
22AIB34,11851084
22AIB35,11851083
22AIB36,11793450
22AIB37,11793451
22AIB38,11793284
22AIB39,11793285
22AIB40,11793286
22AIB41,11793600
22AIB42,11793603
22AIB43,11793606
22AIB44,11793646
22AIB45,11793647
22AIB46,11778736
22AIB47,11778765
22AIB48,11779330
22AIB49,11779355
22AIB50,11779924
22AIB51,11805534
22AIB52,11805539
22AIB53,11805544
22AIB54,11805565
22AIB55,11805570
22AIB56,11796612
22AIB57,11796656
22AIB58,11796665
22AIB59,11796678
22AIB60,11796687
22AIB61,11796643
22AIB62,11796634
22AIB63,11796621
22AIB64,776485
22AIB65,775666
22AIB66,758340
22AIB67,832959
22AIB68,753210
22AIB69,809058
22AIB70,811870
22CSA01,12311528
22CSA02,11840742
22CSA03,11840798
22CSA04,11840797
22CSA05,11840796
22CSA06,11840795
22CSA07,11840794
22CSA09,11839166
22CSA10,11839151
22CSA11,12236090
22CSA12,11840793
22CSA13,11837442
22CSA14,11837443
22CSA15,11837444
22CSA16,11837445
22CSA17,11837446
22CSA18,11837437
22CSA19,11837438
22CSA20,11837439
22CSA21,11837440
22CSA22,11837441
22CSA23,3976477
22CSA24,11596556
22CSA26,11597079
22CSA27,11597170
22CSA29,11597874
22CSA30,11598489
22CSA31,11598576
22CSA33,11599280
22CSA34,11580913
22CSA35,11580284
22CSA36,11580161
22CSA37,11579532
22CSA38,11579409
22CSA39,11589964
22CSA40,11590689
22CSA41,3975989
22CSA42,11591427
22CSA43,11591434
22CSA44,11837701
22CSA45,12243729
22CSA46,11837687
22CSA47,11837688
22CSA48,11837689
22CSA50,11837690
22CSA52,11833648
22CSA53,11837693
22CSA54,11836561
22CSA55,11577372
22CSA56,11578001
22CSA57,11578124
22CSA58,11578753
22CSA59,11578860
22CSA60,11565454
22CSA61,11566071
22CSA62,11566190
22CSA63,11566806
22CSA65,814103
22CSA66,755523
22CSA67,808171
22CSA68,832864
22CSA69,776345
22CSA70,797859
22CSA71,814395
22CSA72,743244
22CSA73,832839
22CSB01,11839147
22CSB02,11854328
22CSB03,11854327
22CSB05,11843034
22CSB06,11843035
22CSB07,11843036
22CSB08,11843037
22CSB09,11843038
22CSB10,11843023
22CSB11,11843024
22CSB12,11843025
22CSB13,3984104
22CSB14,11856807
22CSB15,11856808
22CSB16,11856809
22CSB17,11856810
22CSB18,11856811
22CSB19,11854033
22CSB20,11854034
22CSB21,11854035
22CSB22,11854036
22CSB23,11854037
22CSB24,4046244
22CSB25,11557754
22CSB26,11557667
22CSB27,11557066
22CSB28,11556981
22CSB29,11556384
22CSB30,11556309
22CSB31,11555726
22CSB32,11553072
22CSB33,11553013
22CSB34,11857843
22CSB35,11857842
22CSB36,11857841
22CSB37,11857840
22CSB38,3982807
22CSB39,11857854
22CSB40,11857853
22CSB41,11857852
22CSB42,11857851
22CSB43,11857850
22CSB44,11725391
22CSB45,11724728
22CSB46,11724720
22CSB47,11724056
22CSB48,11724051
22CSB49,11723406
22CSB50,11723395
22CSB51,11722748
22CSB52,11722741
22CSB53,11722740
22CSB54,11791132
22CSB55,11791133
22CSB56,11791134
22CSB57,11791119
22CSB58,11791120
22CSB59,11791137
22CSB60,11791118
22CSB61,11791117
22CSB62,11791116
22CSB63,11791115
22CSB64,782873
22CSB66,753147
22CSB67,798493
22CSB68,758129
22CSB69,755353
22CSB70,753137
22CSB71,778419
22ECA01,11854342
22ECA02,11854341
22ECA03,11752225
22ECA04,11751581
22ECA05,11751474
22ECA06,11750829
22ECA07,11750722
22ECA08,11750077
22ECA09,11749970
22ECA10,11749325
22ECA11,11749218
22ECA12,11748573
22ECA13,11747088
22ECA14,11746379
22ECA15,11746336
22ECA16,11745627
22ECA17,11745584
22ECA18,11739609
22ECA19,11740322
22ECA20,11740361
22ECA21,11741074
22ECA22,11741113
22ECA23,11791920
22ECA24,11791933
22ECA25,11791946
22ECA26,11791943
22ECA27,11791972
22ECA28,11791969
22ECA29,11791998
22ECA30,11791995
22ECA32,11792008
22ECA33,11792021
22ECA34,11726761
22ECA35,11726754
22ECA36,11726073
22ECA37,11726068
22ECA38,11725396
22ECA39,11724733
22ECA40,11724725
22ECA41,11724061
22ECA42,11724062
22ECA43,11724726
22ECA44,11853967
22ECA45,11853968
22ECA46,11853969
22ECA47,11853970
22ECA48,11853971
22ECA49,11853962
22ECA50,11853963
22ECA51,11853964
22ECA52,11853965
22ECA53,11853966
22ECA54,11713325
22ECA55,11713330
22ECA56,11713849
22ECA57,11713860
22ECA58,11714383
22ECA59,11715436
22ECA60,11715411
22ECA61,11714946
22ECA62,11714925
22ECA63,11714392
22ECA64,12223119
22ECA65,771847
22ECA66,808985
22ECA67,750479
22ECA68,775711
22ECA69,812121
22ECA70,755243
22ECB01,11731571
22ECB02,11732268
22ECB03,11732291
22ECB04,11732985
22ECB05,11733013
22ECB06,11733706
22ECB08,11734426
22ECB09,11734447
22ECB10,11735160
22ECB11,11805933
22ECB12,11805928
22ECB13,11805911
22ECB14,11805906
22ECB15,11805889
22ECB16,11805884
22ECB17,11805867
22ECB18,782746
22ECB19,11180588
22ECB20,11805840
22ECB21,11603936
22ECB22,11604059
22ECB23,11604592
22ECB24,11604713
22ECB25,743343
22ECB26,11605369
22ECB27,11605908
22ECB28,11606015
22ECB29,11606550
22ECB31,11791808
22ECB32,11791797
22ECB33,9041304
22ECB34,11791775
22ECB35,11792017
22ECB36,11791819
22ECB37,11792012
22ECB38,11791991
22ECB39,11791986
22ECB40,11610281
22ECB41,11844619
22ECB42,3976469
22ECB43,11844617
22ECB44,11844616
22ECB45,11844615
22ECB46,11801300
22ECB47,11801305
22ECB48,11801326
22ECB49,11801331
22ECB50,11801336
22ECB51,11858646
22ECB52,11858647
22ECB53,11858648
22ECB54,11858649
22ECB55,11858650
22ECB56,11849941
22ECB57,11849940
22ECB58,11849939
22ECB59,11849938
22ECB60,11849937
22ECB61,11805643
22ECB62,11805642
22ECB63,3983378
22ECB64,750448
22ECB65,797936
22ECB66,809067
22ECB68,809064
22ECB69,808293
22ECB71,12377860
22ME01,11864599
22ME02,11864614
22ME03,11864613
22ME04,11864612
22ME05,11864611
22ME06,11864610
22ME07,11864609
22ME08,11864608
22ME09,11864607
22ME10,11864622
22ME11,11850750
22ME12,11850735
22ME13,11850736
22ME14,11850737
22ME15,11850738
22ME16,12311721
22ME17,11850740
22ME18,11850741
22ME20,11850727
22ME21,11839393
22ME22,11839392
22ME24,11839406
22ME25,11839405
22ME26,11848054
22ME28,11848053
22ME29,11848052
22ME30,11848051
22ME31,12254457
22ME32,11851067
22ME33,11851066
22ME35,11851065
22ME37,11851063
22ME38,11851062
22ME39,11851061
22ME40,11851060
22ME41,11851059
22ME42,799012
22ME43,775406
22ME44,776470
22ME45,755224
22ME46,818618
22ME47,775208
22ME48,783060
22ME49,755574
22ME50,772215
22ME51,776369
22ME52,808161
22ME55,808186
22ME56,814062
22ME57,814052
22ME58,755223
22ME59,798990
22ME60,785842
22ME61,783061
22ME62,778382
22ME64,832938
22ME65,755330
22ME66,754370
22ME67,758629
22ME68,811841
22ME69,754380
22ME70,783083
22ME71,755240
22IT01,11842982
22IT03,11842980
22IT04,11842979
22IT05,11842978
22IT06,11842977
22IT07,11842976
22IT08,11842975
22IT09,11842990
22IT10,11842989
22IT11,11843043
22IT12,11843042
22IT13,11843041
22IT14,11843040
22IT15,11843039
22IT16,11843054
22IT17,11843053
22IT18,11843050
22IT19,11843049
22IT20,11843048
22IT21,11864122
22IT22,11554115
22IT23,11864124
22IT24,11864125
22IT25,11864126
22IT26,11864115
22IT27,11864114
22IT28,11864113
22IT29,11864112
22IT30,11864111
22IT31,11730235
22IT32,11730246
22IT33,11730843
22IT34,11730854
22IT35,11731553
22IT36,11773060
22IT37,11773689
22IT38,11773714
22IT39,11774347
22IT40,11774370
22IT41,11853035
22IT42,11853036
22IT43,11853037
22IT44,11853038
22IT45,11853023
22IT46,11853046
22IT47,11853031
22IT48,11853032
22IT49,11853033
22IT50,11853034
22IT51,11766149
22IT52,11765531
22IT53,11764866
22IT54,11764811
22IT55,11764146
22IT56,11767614
22IT57,11767559
22IT58,11766896
22IT59,11766853
22IT60,11766192
22IT61,11836066
22IT62,11836075
22IT63,11836092
22IT65,758343
22IT66,758362
22IT67,814402
22IT68,758631
22IT69,778378
22IT70,755266
22IT71,811297
22CB01,11840727
22CB02,11840728
22CB03,11854310
22CB04,11613111
22CB05,12334068
22CB06,11613659
22CB07,11614128
22CB08,11614185
22CB09,11614652
22CB10,11614695
22CB11,11615165
22CB12,11615211
22CB13,11615664
22CB14,11779435
22CB15,11779844
22CB16,11780017
22CB17,11780422
22CB18,11780591
22CB19,11781000
22CB20,11781489
22CB21,11781659
22CB22,11782046
22CB23,11782201
22CB24,11805531
22CB25,11805542
22CB26,11805557
22CB27,11805552
22CB28,11805567
22CB29,11805578
22CB30,11805593
22CB31,11805604
22CB32,11805619
22CB33,11805630
22CB34,11771598
22CB35,11771815
22CB36,11772272
22CB37,11772487
22CB38,11772938
22CB39,11756660
22CB40,11756171
22CB41,743333
22CB43,11755155
22CB44,11764859
22CB45,3339951
22CB46,11766158
22CB47,12311525
22CB48,11766862
22CB49,11766889
22CB50,12236080
22CB51,11767591
22CB52,11768272
22CB53,11768295
22CB54,11759025
22CB55,11758982
22CB56,11758289
22CB57,11758246
22CB58,11757553
22CB59,11752249
22CB60,11752307
22CB61,11753004
22CB62,11753059
22CB63,11753756
22CB64,755239
22CB65,775284
22CB66,755246
22CB67,812114
22CB68,799039
22CB69,753222
22MBA01,7735490
22MBA02,7804447
22MBA03,7749221
22MBA04,7771355
22MBA05,7771344
22MBA06,7771409
22MBA07,7807557
22MBA08,7807558
22MBA09,7807562
22MBA10,7736421
22MBA11,7807552
22MBA12,7765285
22MBA13,7744260
22MBA14,7744263
22MBA15,7804333
22MBA16,12243736
22MBA17,7735138
22MBA18,7788276
22MBA19,7733223
22MBA20,7771375
22MBA21,7757129
22MBA22,7775836
22MBA23,7805119
22MBA24,7805116
22MBA25,7733175
22MBA26,7733178
22MBA27,743340
22MBA28,7771357
22MBA29,7771360
22MBA30,7788288
22MBA31,7771415
22MBA32,7771418
22MBA33,7735172
22MBA34,7804788
22MBA35,7749144
22MBA36,7788275
22MBA37,7788272
22MBA38,7775818
22MBA39,7757221
22MBA40,7748080
22MBA41,7743661
22MBA42,7743652
22MBA43,7807528
22MBA44,7736392
22MBA45,11570460
22MBA46,7757135
22MBA47,7765296
22MBA48,7765287
22MBA49,7805153
22MBA50,7757063
22MBA51,7735136
22MBA52,7748033
22MBA53,7748032
22MBA54,7807549
22MBA55,7736419
22MBA56,7805149
22MBA57,7744258
22MBA58,7804338
22MBA59,7804335
22MBA60,7735164
22MBA61,7804769
22MBA62,7804766
22MBA63,7805146
22MEAE01,7750855
22MEAE02,7733201
22MEAE03,7749174
22MECS01,7775845
22MECS02,7735118
22MECS03,7735117
23AIA01,776378
23AIA02,776381
23AIA03,776388
23AIA04,743301
23AIA05,811851
23AIA06,758336
23AIA07,758703
23AIA08,758706
23AIA09,758222
23AIA10,758229
23AIA11,778384
23AIA12,778391
23AIA13,782799
23AIA14,755229
23AIA15,814101
23AIA16,814094
23AIA17,782889
23AIA18,743296
23AIA19,782896
23AIA20,753241
23AIA21,753234
23AIA22,775309
23AIA23,808957
23AIA24,785964
23AIA25,785967
23AIA26,758606
23AIA27,758603
23AIA28,797955
23AIA29,797965
23AIA30,775191
23AIA31,758391
23AIA32,798733
23AIA33,8358252
23AIA34,755304
23AIA35,8358266
23AIA36,8348242
23AIA37,8348241
23AIA38,8339213
23AIA39,8339212
23AIA40,8339211
23AIA41,8339210
23AIA42,778461
23AIA43,771858
23AIA44,771851
23AIA45,755462
23AIA46,771848
23AIA47,776350
23AIA48,771846
23AIA49,771853
23AIA50,771856
23AIA51,830087
23AIA52,782805
23AIA53,776357
23AIA54,808529
23AIA55,809068
23AIA56,814120
23AIA57,799002
23AIA58,808962
23AIA59,808955
23AIA60,782743
23AIA61,808218
23AIA62,776355
23AIA63,755471
23AIA64,12202961
23AIB01,12437470
23AIB02,4104752
23AIB03,4153280
23AIB04,812120
23AIB05,4153289
23AIB06,799032
23AIB07,812125
23AIB08,811354
23AIB09,743831
23AIB10,811449
23AIB11,811454
23AIB12,811895
23AIB13,812115
23AIB14,755301
23AIB15,755294
23AIB16,809069
23AIB17,12438183
23AIB18,809059
23AIB19,12438252
23AIB20,811364
23AIB21,811359
23AIB22,783039
23AIB23,755472
23AIB24,12438253
23AIB25,797904
23AIB26,12438086
23AIB27,797903
23AIB28,797894
23AIB29,783010
23AIB30,783030
23AIB31,798734
23AIB32,4146485
23AIB33,798725
23AIB34,798724
23AIB35,789403
23AIB36,798177
23AIB37,743223
23AIB38,4104761
23AIB39,12437460
23AIB40,743208
23AIB41,743209
23AIB42,743965
23AIB43,755583
23AIB44,830085
23AIB45,830092
23AIB46,12413109
23AIB47,811894
23AIB48,812116
23AIB49,4104762
23AIB50,812119
23AIB51,812126
23AIB52,12439973
23AIB53,782806
23AIB54,743232
23AIB55,743222
23AIB56,743207
