RollNum,RFID
23AIB57,12411449
23AIB58,743210
23AIB59,743966
23AIB60,743832
23AIB61,811443
23AIB62,811450
23AIB63,755548
23CSA01,12437461
23CSA02,12437538
23CSA03,12437535
23CSA04,12435637
23CSA05,12435628
23CSA06,4121901
23CSA07,4121894
23CSA08,4121892
23CSA09,4102752
23CSA10,12426535
23CSA11,12426532
23CSA12,12373579
23CSA13,12373582
23CSA14,12373589
23CSA15,4146386
23CSA16,4122320
23CSA18,12360720
23CSA19,12360727
23CSA20,4161161
23CSA22,4146393
23CSA23,4102829
23CSA24,12437545
23CSA25,12373576
23CSA26,12388219
23CSA27,4102816
23CSA28,4122326
23CSA29,4122317
23CSA30,4122327
23CSA31,12373586
23CSA32,12373585
23CSA33,12357763
23CSA34,12351748
23CSA35,12351747
23CSA36,12351738
23CSA38,12351757
23CSA39,12438081
23CSA40,12357764
23CSA41,12438080
23CSA42,12351336
23CSA43,12357583
23CSA44,12426473
23CSA45,12357573
23CSA46,12357574
23CSA47,12351767
23CSA48,12351758
23CSA49,4104764
23CSA50,11327318
23CSA51,4144705
23CSA53,12372114
23CSA54,12372107
23CSA56,12250020
23CSA57,11327317
23CSA58,12372406
23CSA59,12372413
23CSA60,12437688
23CSA61,12437680
23CSA62,12437472
23CSA63,12437482
23CSB01,12437479
23CSB02,12373512
23CSB03,12426479
23CSB04,12386843
23CSB05,12386842
23CSB06,12386833
23CSB07,12426469
23CSB08,12357569
23CSB09,12373509
23CSB10,4153290
23CSB11,4146480
23CSB12,4146479
23CSB13,4134432
23CSB14,4134423
23CSB15,12426478
23CSB16,12406196
23CSB17,12406195
23CSB18,12406186
23CSB19,808199
23CSB20,808526
23CSB21,830292
23CSB22,830291
23CSB23,832789
23CSB24,832798
23CSB25,775227
23CSB26,771864
23CSB27,758581
23CSB28,775228
23CSB29,775237
23CSB30,775252
23CSB31,775253
23CSB32,775262
23CSB33,808989
23CSB34,818594
23CSB35,743914
23CSB36,755354
23CSB37,775301
23CSB38,775294
23CSB39,778426
23CSB40,778416
23CSB41,775660
23CSB42,758354
23CSB43,758351
23CSB44,754334
23CSB45,754331
23CSB46,754324
23CSB47,743247
23CSB48,743240
23CSB49,743237
23CSB50,785903
23CSB51,785898
23CSB53,758673
23CSB54,758683
23CSB55,743989
23CSB56,750571
23CSB57,808459
23CSB58,753142
23CSB59,785908
23CSB60,775657
23CSB61,743234
23CSB62,830282
23CSB63,775663
23ECA01,12253671
23ECA02,12311718
23ECA03,12163887
23ECA04,12254772
23ECA05,12304557
23ECA06,12304558
23ECA07,12243516
23ECA08,12169248
23ECA09,12169239
23ECA10,12173102
23ECA11,12173092
23ECA12,12173091
23ECA13,12163860
23ECA14,12164064
23ECA15,12164073
23ECA16,12235088
23ECA17,12235079
23ECA18,12235078
23ECA19,12234958
23ECA20,12164037
23ECA21,12164038
23ECA22,12164047
23ECA23,12164048
23ECA24,12215833
23ECA25,12236067
23ECA26,12236097
23ECA27,12236102
23ECA28,12236107
23ECA29,12236138
23ECA30,12186628
23ECA31,12186633
23ECA33,12163154
23ECA34,12253673
23ECA35,12253680
23ECA36,12248076
23ECA37,12248079
23ECA38,12253816
23ECA40,12236109
23ECA41,12186625
23ECA42,12186626
23ECA43,12248113
23ECA44,12248167
23ECA45,12248166
23ECA46,12163575
23ECA48,12254974
23ECA49,12254965
23ECA50,12254964
23ECA51,12186636
23ECA52,12163156
23ECA53,12186635
23ECA54,12248105
23ECA55,12248174
23ECA56,12248169
23ECA57,12248164
23ECA58,12163573
23ECA59,12254977
23ECA60,12254972
23ECA61,12254967
23ECA62,12251496
23ECA63,12163200
23ECB01,12186721
23ECB02,12186718
23ECB03,12188529
23ECB04,12175259
23ECB05,12216574
23ECB06,12216571
23ECB07,12164088
23ECB08,12188148
23ECB09,12248743
23ECB10,12248728
23ECB11,12248725
23ECB12,12248718
23ECB13,12244936
23ECB14,12235035
23ECB15,12255261
23ECB16,12255262
23ECB17,12181796
23ECB18,12251069
23ECB19,12251060
23ECB20,12251045
23ECB21,12251054
23ECB22,12251055
23ECB23,12224321
23ECB24,12224322
23ECB25,12224331
23ECB26,12254677
23ECB27,12164258
23ECB28,12334082
23ECB29,12334075
23ECB30,12334072
23ECB31,12223176
23ECB32,12250290
23ECB33,12250283
23ECB34,12250280
23ECB35,12169642
23ECB36,12169639
23ECB37,12169634
23ECB38,12217170
23ECB39,12217167
23ECB40,12217160
23ECB41,12255118
23ECB42,12192960
23ECB43,12192957
23ECB44,12192950
23ECB45,12246982
23ECB46,12246981
23ECB47,12251665
23ECB48,12251664
23ECB49,12250051
23ECB50,12202958
23ECB51,12163366
23ECB52,12189408
23ECB53,12189407
23ECB54,12253823
23ECB55,12248071
23ECB56,12173124
23ECB57,12243801
23ECB58,12253805
23ECB59,12253814
23ECB60,12253815
23ECB61,12248078
23ECB62,12248077
23ECB63,12253681
23ME01,750515
23ME03,755203
23ME04,782772
23ME05,778353
23ME06,753173
23ME07,811947
23ME08,758176
23ME09,785836
23ME10,743197
23ME11,775651
23ME12,808491
23ME13,758332
23ME14,808926
23ME15,743359
23ME16,758402
23ME17,783056
23ME18,750227
23ME19,830267
23ME20,832944
23ME21,832943
23ME22,832934
23ME23,830128
23ME24,830119
23ME26,778429
23ME27,758097
23ME28,758104
23ME29,743991
23ME30,808991
23ME31,808990
23ME32,789337
23ME33,789352
23ME34,789345
23ME35,789342
23ME36,778439
23ME37,755279
23ME38,830289
23ME39,830294
23ME40,754225
23ME41,818591
23ME42,818596
23ME43,782765
23ME44,789330
23ME45,12361815
23ME47,12361805
23ME48,4157897
23ME49,4144753
23ME50,4144778
23ME51,4144736
23ME53,4144841
23ME54,4157890
23ME55,4157887
23ME56,4144848
23ME57,4157865
23ME58,778398
23ME60,758259
23ME61,808972
23ME62,811377
23IT01,743243
23IT02,782782
23IT03,782752
23IT04,782753
23IT05,812128
23IT06,789304
23IT07,758635
23IT08,758634
23IT09,758625
23IT10,758100
23IT11,778432
23IT12,778433
23IT13,778442
23IT14,753143
23IT15,744000
23IT16,744001
23IT17,789273
23IT18,789274
23IT19,755273
23IT20,755272
23IT21,755263
23IT22,758101
23IT23,754337
23IT24,758348
23IT25,12202644
23IT26,758679
23IT27,758363
23IT28,758372
23IT29,782721
23IT30,755236
23IT31,754296
23IT32,754299
23IT33,754327
23IT34,754328
23IT35,782724
23IT36,811865
23IT37,758385
23IT38,758188
23IT39,758193
23IT40,789331
23IT41,789351
23IT42,789346
23IT43,798193
23IT44,789334
23IT45,789349
23IT46,789348
23IT47,789339
23IT48,782835
23IT49,798190
23IT50,797972
23IT51,809007
23IT52,830077
23IT53,797975
23IT54,758103
23IT55,778430
23IT56,755479
23IT57,785983
23IT58,785968
23IT59,775285
23IT60,12164077
23IT61,12223116
23IT62,755484
23IT63,789271
23CB01,755547
23CB02,772207
23CB03,772204
23CB04,775371
23CB05,775374
23CB06,775381
23CB07,808478
23CB08,754234
23CB09,808475
23CB10,808468
23CB11,808474
23CB12,808479
23CB13,775380
23CB14,775370
23CB15,772203
23CB16,772208
23CB17,743964
23CB18,753214
23CB19,753221
23CB20,753224
23CB21,775409
23CB22,783017
23CB23,783022
23CB24,808469
23CB25,755550
23CB26,755555
23CB27,755562
23CB28,755565
23CB29,755512
23CB30,755515
23CB31,776382
23CB32,776387
23CB33,811850
23CB34,811936
23CB35,811939
23CB36,798143
23CB37,12311694
23CB38,755230
23CB39,776377
23CB40,775346
23CB41,775349
23CB42,776428
23CB43,776421
23CB44,811929
23CB45,743308
23CB46,743315
23CB47,743922
23CB48,783099
23CB49,775336
23CB50,798165
23CB51,785944
23CB52,785947
23CB53,785954
23CB54,778346
23CB55,754266
23CB56,754276
23CB57,782736
23CB58,782739
23CB59,755539
23CB60,743287
23CB61,755540
23CB62,743288
23CB63,743295
23MBA01,750541
23MBA02,808527
23MBA03,798213
23MBA04,808253
23MBA05,743258
23MBA06,750579
23MBA07,808564
23MBA08,808230
23MBA09,776364
23MBA10,808581
23MBA11,12406225
23MBA12,808567
23MBA13,798740
23MBA14,753223
23MBA15,743259
23MBA16,755331
23MBA17,755362
23MBA18,783085
23MBA19,811900
23MBA20,797858
23MBA21,809056
23MBA22,789302
23MBA23,808582
23MBA24,775662
23MBA25,811905
23MBA26,755242
23MBA27,750497
23MBA28,750502
23MBA29,743275
23MBA30,808179
23MBA31,775307
23MBA32,778363
23MBA33,830257
23MBA34,743930
23MBA35,743272
23MBA36,832786
23MBA37,775283
23MBA38,758303
23MBA39,758759
23MBA40,772135
23MBA41,755200
23MBA42,811352
23MBA43,755577
23MBA44,808544
23MBA45,809062
23MBA46,775405
23MBA47,776352
23MBA48,758256
23MBA49,758313
23MBA50,830135
23MBA51,743303
23MBA52,785844
23MBA53,775648
23MBA54,785889
23MBA55,778418
23MBA56,758201
23MBA57,811296
23MBA58,750569
23MBA59,778417
23MBA60,818593
23MBA61,775378
23MBA62,776356
23MBA63,830132
23MEE02,782733
23MEE03,743318
23MECS03,754273
23MECS04,799011
23MECS05,811305
23MECS06,811886
23MECS08,775645
23MECS09,12254597
